city_name_fa,sales_percentage
شال,0.0005032809909498716
شاندیز,0.005567870090626332
شاهدشهر,2.457085046098389e-05
شاهدیه,0.005312316687215485
شاهرود,0.22548431397869909
شاهین دژ,0.009020435665066561
شاهین شهر,0.231981862257686
شبانکاره,0.004653969593155267
شبستر,0.04577030622032326
شرفخانه,6.59673919985111e-05
شریف آباد,0.0026418562391182193
شریفیه,0.0018407995089849143
شفت,0.004812081413424929
شلمان,0.003514024215379149
شلمزار,8.330746848796589e-05
شمشک,0.01586280164474228
شنبه,0.00012113910011295817
شند آباد,0.0011176697652375432
شهداد,0.0006062590276786243
شهر بابک,0.09458626336549593
شهر جدید سهند,0.008157275576244197
شهر جدید صدرا,0.017776208550988326
شهر جدید مهاجران,0.01917504950198691
شهر جدید هشتگرد,0.026525439715049313
شهر جدید پرند,0.036849225459840304
شهرضا,0.02877138851143432
شهرکرد,0.21751704425492074
شهریار,0.17232806512714313
شهمیرزاد,0.004148229914712528
شوسف,9.080531692102743e-05
شوش,0.018273910356436784
شوشتر,0.026891041684483526
شوط,0.0035351733078389795
شیبان,0.000589621891171923
شیراز,2.080843629737665
شیروان,0.048812104863139534
شیرود,0.0058611814131107895
شیرگاه,0.023705778119016956
صائین قلعه,0.0052075599345729265
صالح آباد,0.00026327666268944244
صالحیه,0.008293911404913113
صبا شهر,0.0021572020894134653
صحنه,0.007789348990696808
صغاد,0.02157961649182064
صفا شهر,0.00867441399270514
صفادشت,0.02295319059631148
صفی آباد,0.0020734486065747404
صوفیان,0.004730036138842165
صومعه سرا,0.046662600393856356
ضیاء آباد,0.003256250354895121
طاقانک,0.00039473605414493693
طالخونچه,0.001076922748790463
طالقان,0.0022209223168926425
طبس,0.054928565127114706
طبس مسینا,0.0001617146547557347
طرقبه,0.002134782256665664
عباس آباد,0.027370717566225312
عجب شیر,0.003530680581247081
عسلویه,0.07984714867360952
عشق آباد,0.002994654658866564
عقدا,4.410414242854302e-05
علویجه,5.127829661422726e-05
علویچه,0.0004832723064407847
علی آباد,0.04158636310861462
علی اکبر,7.791737170531832e-05
عماد ده,0.001629399389703532
غرق آباد,0.0003640123422391688
فارسان,0.007120011248395608
فاروج,0.011691437740171813
فاریاب,0.00037733455052932965
فاضل آباد,0.013122475585805978
فامنین,0.011350850498953655
فرادنبه,0.012743798719032985
فراشبند,0.01076263982923647
فرخ شهر,0.022060329690771017
فرخی,0.00010148829538232478
فردوس,0.015321779827484337
فردوسیه,0.0017493136863359021
فردیس,0.2976278808858905
فرمهین,0.0017600452723491985
فرون آباد,0.000568451966904093
فریدونشهر,0.01337577488076149
فریدونکنار,0.0700130589102081
فریمان,0.013084499199822835
فسا,0.05785365490098592
فشم,0.0009673490411597053
فلاورجان,0.03498996042258504
فنوج,0.009824431282574568
فهرج,0.007312155833149424
فولاد شهر,0.081165613031261
فومن,0.03233850659561719
فیروزآباد,0.0065496854870694034
فیروزان,0.004340832265093411
فیروزکوه,0.01532907897251802
فیض آباد,0.0008873110982298194
قائم شهر,0.5534108903479131
قائمیه,0.003816791576248624
قائن,0.03421237473028013
قادرآباد,0.0030812551554652247
قدس,0.0643666587790617
قدمگاه,0.0018764309811958025
قره آغاج,0.0019038242745662611
قره ضیاء الدین,0.0038030420488200105
قروه,0.10127132943126506
قروه در جزین,0.012564021284294888
قرچک,0.02432804665821768
قزوین,0.5852765405410892
قشم,0.02765718056536716
قصر شیرین,0.0285701217313724
قصر قند,0.0017413751650413123
قطب آباد,0.00017151575334505194
قطرویه,0.00021512954706222142
قلعه تل,0.0009712686259571552
قلعه گنج,0.00018695212307270353
قلندر آباد,0.004042870107935828
قم,1.1771971287838476
قمصر,0.0028300091289699724
قنوات,0.0003982593004414728
قهاوند,7.35069040475717e-05
قهجاورستان,0.00011173006683317055
قهدریجان,0.0003732183989281918
قوچان,0.06925880217211805
قیدار,0.051362264290784124
قیر,0.008868341566564148
لار,0.07803193810293295
لالجین,0.0032771013922558816
لالی,0.0026556757400557534
لامرد,0.026805680413386376
لاهیجان,0.3510060926516814
لردگان,0.03811639656470771
لشت نشاء,0.012017666524189067
لطیفی,0.0004910249439101482
لمزان,0.00024502265739262364
لنده,0.0013995438909813352
لنگرود,0.14976825277841416
لواسان,0.023895672868506825
لوشان,0.001455826094706834
لولمان,0.0014329404840981198
لومار,0.00034185531076151506
لوندویل,0.007157978553847059
لیسار,3.4303043839225774e-05
لیکک,0.00044594063820778114
مارگون,4.9004424648740115e-05
ماسال,0.006865612140807503
مال خلیفه,0.0009507407486948493
مامونیه,0.010834154891949933
ماه نشان,0.011990239579436455
ماهان,5.341489230648673e-05
ماهدشت,0.018386057593578867
ماکو,0.056827762069560465
مبارکه,0.09940523369758164
مجن,0.006493731784931589
محلات,0.019889256287974482
محمد آباد,0.004478966381491524
محمد شهر,0.07464076653741196
محمد یار,0.000818081124609228
محمدیه,0.060168559118445056
محمود آباد,0.1412803710677282
محمود آباد نمونه,0.00010682978461297346
محی آباد,0.0011279852492397718
مراغه,0.12959080391708497
مراوه تپه,0.002978688413407232
مرجقل,9.614680615167609e-05
مرزن آباد,0.004082963326101077
مرزیکلا,0.0006664608162015732
مرند,0.033736905271307474
مرودشت,0.04161175548011928
مروست,0.0011045857873670693
مریانج,0.003130896819779181
مریوان,0.010057761420041302
مزرعه,0.0005234659446035699
مس سرچشمه,0.01788903949875193
مسجد سلیمان,0.06177449708500082
مشهد,2.9324474594902643
مشهدریزه,0.007817368306605099
مشکین دشت,0.03987787549276641
مشگین شهر,0.021459191548817817
مصیری,0.00975968442086526
ملاثانی,0.0019806145920439125
ملارد,0.10119265677298252
ملایر,0.33615649032335687
ملکان,0.02196636755371468
ممقان,0.00527186345267609
منجیل,0.0174663973682704
منظریه,0.00044309843178815304
منوجان,0.011692446747487484
مهاباد,0.07555774106193526
مهدی شهر,0.023357870366808194
مهر,0.0006520046097477456
مهران,0.026500664285550802
مهرستان,0.012014185475657453
مهریز,0.051995314625996915
مود,0.000978849801622215
مورچه خورت,0.0002935367333299902
موسیان,0.00027751226563804416
میامی,0.004765000459048145
میاندوآب,0.05054168708825741
میانرود,0.0006051074026004965
میانه,0.06121680982134325
میبد,0.09769950068772967
میلاجرد,0.006519361318558088
میمند,0.0004047769856007103
میمه,0.007068839781565993
میناب,0.03692764065834192
مینودشت,0.013220067798943465
نائین,0.0384692932678579
نجف آباد,0.20050436313073117
نخل تقی,0.00643808735502023
ندوشن,0.0004607889099711384
نراق,0.0005288074338342185
نرماشیر,0.004342287820908763
نسیم شهر,0.014320635718111242
نشتارود,0.005376708339890955
نصرآباد,0.0026413418537053076
نصیرشهر,0.0007344152421938856
نطنز,0.0281953794055667
نظر آباد,0.02694079445177348
نقاب,0.0019399647907008299
نقده,0.01794230429521104
نقنه,0.0016220484322243133
نمین,0.006969480069642081
نهاوند,0.027206983294391474
نهبندان,0.0057142867202254885
نوخندان,1.8376859549123692e-05
نودشه,0.0004292698503189267
نوده خاندوز,0.0001017553698438572
نور,0.10500018780935196
نورآباد,0.06972701788871548
نوسود,0.00017053559007122792
نوش آباد,0.0036267483333581436
نوشهر,0.17303976087904338
نوشین,7.35069040475717e-05
نوکنده,0.00024012184102350348
نکا,0.07139645013775596
نگار,0.0005831533477136074
نگور,0.000981239049755084
نی ریز,0.05912701999676519
نیشابور,0.18770960339954426
نیمبلوک,0.00010148829538232478
نیمور,0.0044873161974568745
نیک آباد,0.00014211299172602325
نیک شهر,0.008879472695971896
هادی شهر,0.002004861748257519
هادیشهر,0.005084793282691389
هرات,0.002999368523112611
هرسین,0.005265210627839317
هرند,0.002223052502797825
هریس,0.002830375020982272
هشتبندی,0.013158244334290093
هشتجین,1.759272893006447e-05
هشترود,0.004033922045176646
هشتپر,0.11055973853050156
هشتگرد,0.0753491991735412
هفتگل,0.0005349651026193104
هفشجان,0.042972849195022714
همدان,0.5798124497105763
هندودر,0.00021160149342537793
هندیجان,0.009033629677615188
هوراند,0.0012635346189991742
هویزه,0.005042512724686189
هچیرود,0.007025210497530055
هیدج,0.018313298498023586
واجارگاه,0.005018296014961198
وایقان,0.00024992293961282073
وحدتیه,0.00010682978461297346
وحیدیه,0.00015926451364563614
ورامین,0.10901686485654746
وراوی,0.0008188652552282873
وردنجان,0.00040555737717730807
ورزقان,0.00014036258570513968
ورزنه,0.0052027910529878025
ورنامخواست,0.002992899979654296
وزوان,0.005316816357743383
ویس,0.0005341489230648672
ویسیان,0.0006997350892149761
پاتاوه,0.0004155678621444667
پارس آباد,0.05644443757300789
پارسیان,0.028720899152779457
پارچین,0.00043775694255750435
پاریز,3.675318494932432e-05
پاوه,0.018455590963787762
پاکدشت,0.05256723749260309
پردیس,0.08001919430268625
پرند,0.0030528913135015575
پرندک,4.273191384518938e-05
پره سر,0.004907142828964937
پل سفید,0.0014667975135865864
پلدختر,0.04302739701719502
پلدشت,0.000256380800092675
پهله,0.0002212108325513149
پیر بکران,0.0016238127261171964
پیرانشهر,0.04282332969432947
پیشوا,0.018812798248747084
پیشین,0.00036929774583289564
چابهار,0.0008643902337921828
چابکسر,0.010087524198034476
چادگان,0.008731231947800473
چارک,0.0013758009713511017
چاف و چمخاله,0.005592595310126082
چالوس,0.09646526093226707
چاه بهار,0.019548216088469562
چرام,0.005008160539146041
چغادک,0.003913742810678435
چقابل,0.001101988755303128
چلگرد,0.0002256704419099835
چلیچه,0.0003365138215308663
چمران,0.021614381574478314
چمستان,0.008058283358779355
چمگردان,0.001841108781211369
چناران,0.02935775049172877
چهار برج,0.0002483546783747023
چهارباغ,0.006169135894172145
چهاردانگه,0.006761141157838784
چوبر,0.00022297031910389057
کارزین,0.015574397548414021
کارچان,0.00010535980677669892
کاریز,2.8309892922437964e-05
کازرون,0.04910677506048427
کاشان,0.2917790596788594
کاشمر,0.0715188231218812
کامیاران,0.020219594813805794
کاکی,0.0028810721635682043
کبودر آهنگ,0.02491835119171328
کتالم و سادات شهر,0.004485723899517218
کرج,3.0875885181165375
کرد کوی,0.07379624771185564
کرمان,0.7283410234950443
کرمانشاه,1.0423297913500522
کرند غرب,0.0007849046008487461
کرکوند,0.003557529576864937
کشکسرای,0.0002296840369178929
کشکوئیه,0.00045027739331414483
کلات,0.004965901881246688
کلارآباد,0.006637071716733892
کلاردشت,0.010919391706348008
کلاله,0.02656338832528846
کلاچای,0.06666833159354758
کلور,0.00014956169845816282
کلیبر,0.004867468917704294
کلیشاد و سودرجان,0.00031117860396097667
کمال شهر,0.04492593161497617
کمیجان,0.009113397875338925
کنار تخته,0.0010068952908277359
کنارک,0.0029709117392363307
کنگ,0.0036897554720250296
کنگاور,0.01908339221753359
کهریزسنگ,0.006988040142271818
کهریزک,0.004219179847865388
کهنوج,0.04750594943327117
کهک,0.003060250817363545
کوار,0.011152755495196896
کوت عبدالله,0.0004410205924774307
کوخردهرنگ,0.0008771798956060482
کوزه کنان,0.0002823147986053204
کوشکنار,0.0029122509703564236
کومله,0.0009876856931075539
کوهبنان,0.005343282902732324
کوهدشت,0.09164052392840796
کوهسار,0.0188237942384773
کوهستک,0.0003365138215308663
کوهپایه,0.002443363828562699
کوهی خیل,0.000301225807077509
کوچصفهان,0.010674921893090758
کیاسر,0.0009613211705629182
کیاشهر,0.024140865919405903
کیان,0.00020449090296153843
کیانشهر,6.416624182993637e-05
کیاکلا,0.003549640731420192
کیش,0.16718096817991654
کیلان,0.0006536172053464785
گالیکش,0.006022480500004379
گتوند,0.0026855330624083102
گراب,0.0002216718030719199
گراش,0.019828597267973386
گرماب,0.002348197185684847
گرمدره,0.012264157022822273
گرمسار,0.03664870915901529
گرمه,0.001364432145672589
گرمی,0.006261400505950986
گرگان,0.6806223289555035
گز برخوار,0.007425503302921635
گل تپه,0.0004851444984161271
گلباف,0.00045402658460513715
گلدشت,0.018702121523590198
گلسار,0.0008057807432088903
گلستان,0.013816409283567546
گلشهر,0.0004557412026481753
گلمورتی,0.0005517907936958536
گله دار,0.016321287838706088
گلوگاه,0.018548291975236747
گلپایگان,0.062470563639412176
گمیش تپه,0.0006783691322923813
گناباد,0.03393862768040077
گنبدکاووس,0.29056853239653846
گندمان,0.002044320397502167
گهواره,0.0026092443107694164
گودین,2.6707446153243365e-05
گوراب زرمیخ,0.0007985526399819766
گوهران,0.0003185290272912723
گوگان,0.01201447979171406
گوگد,4.807340307583805e-06
گیلانغرب,0.009972187023523848
گیوی,0.0005907142257195905
یاسوج,0.13721054780513453
یاسوکند,8.279308307505442e-05
یزد,1.2348064933456144
